brightness_change_rate,flux_variability,peak_brightness,duration,spectral_index,rise_time,decay_time,lightcurve_skewness,label
-1.405597256,-3.387099977,2.309042596,0.293668431,2.784182315,1.127225091,1.42128566,2.464593054,1
-0.019887501,-2.81580287,1.016405593,-2.982947733,-2.316216384,-0.154116229,-1.262937491,-1.330002487,0
-1.980640998,0.129787126,0.037153989,0.707437972,1.886816082,0.067910109,-2.337700899,-2.534849223,0
-0.530930836,2.242325778,0.970296262,2.562779212,0.930117772,0.775484767,-2.093253267,-0.224097141,0
-2.691501424,1.25920933,3.083088384,-2.453576747,0.372832176,2.881597808,-1.378209574,-1.723679606,0
-2.441091845,-1.106228054,2.054818877,-3.610076326,0.812192331,0.394944703,1.53383736,0.064568358,1
0.472205261,-0.70127806,1.657825314,0.349530472,-0.924614889,-0.653701424,-1.96547932,-0.43714122,0
-0.5757278,-4.084839856,-0.770253756,-4.147446243,-3.134041464,0.864998835,-0.211925531,-0.306287898,0
-0.561939092,-0.870741699,2.86722795,0.427700161,1.402977847,1.845778913,0.843240608,2.195829026,1
-3.916833354,-0.728467993,1.414074213,1.500281377,2.740317603,-0.481962091,0.696447382,4.55860288,1
-1.670100832,-2.766508868,-1.354203667,-0.110111833,0.802497542,-0.752465043,0.037237212,0.897534193,1
-1.419031953,0.63236626,2.298155184,-1.724171061,1.509708381,-1.314674627,1.612322252,0.295974089,1
-0.71003809,-1.71283636,-0.516544719,-2.109766458,-1.981242105,0.458044276,-1.552978084,-1.338899225,0
-3.44468995,-0.975763432,3.150957413,0.946222521,2.506431222,0.120859536,1.104060935,5.080842246,1
2.102339138,1.457412952,3.894827039,1.39665213,0.91265303,0.444536703,-2.051729306,-2.861345968,1
-2.569113981,-3.313080292,2.672923664,-0.777705005,1.65534468,-1.121614316,-0.106383873,1.799535948,1
-1.576645481,-2.600703935,-1.012754037,-5.385618718,-2.455018045,-0.405735913,-0.775765161,-3.175675714,0
-0.335846649,-2.903308495,1.349253491,-0.529205521,-3.053743252,-0.221718771,-3.993019258,-0.174963093,0
-1.999251356,-4.677694343,-1.805367396,-5.395341071,-2.823039536,-0.662621942,-0.18845435,-1.170957005,0
-1.229652526,0.951558504,0.291575966,1.5079619,2.219624748,0.161992268,-1.744791843,-2.022492436,0
-1.331167782,-3.144515937,1.919063481,-2.748849088,0.376713803,1.048801012,-0.358492045,-1.324747448,1
-0.143406077,-2.643206296,-0.031218533,-1.386175003,-3.186131369,-0.773127085,-2.283515586,0.163277883,0
-1.053679208,-0.688681167,0.607595058,-3.052515237,1.621019649,-1.600006238,3.902479753,0.643906975,1
-1.115580368,0.424027273,-0.615427845,2.382832051,0.14405076,0.595436394,-2.741947178,0.122843383,0
-1.276691741,-0.466687502,-3.070179131,-1.440843545,0.81017239,1.176540438,2.000666123,-0.303156729,0
-0.731603924,2.112432443,2.049218674,3.890036835,1.597481201,-0.304137703,-2.912833397,0.405431251,0
-2.551102923,-2.67840174,-1.605307915,-2.183892466,-2.172981582,0.189501743,-2.731968859,-1.027723002,0
-0.657419455,-2.259594738,-0.57374385,-2.129046457,-2.012054322,0.024850052,-0.95836704,-0.427425044,0
-1.212486481,1.535272263,0.780576762,1.740978104,1.649633163,-0.735246269,-2.381957543,-1.797578233,0
-0.611768724,0.61051833,0.339384398,1.862909978,2.308063999,-1.298521603,-0.411298838,-0.37885741,0
-3.578821754,0.890937841,-4.848952195,1.149234433,0.502610864,-0.326947301,-1.833358644,-0.394829016,0
-0.122173462,1.478639535,0.504838143,2.40430435,1.983105731,-1.755852948,-1.079904096,-0.849165329,0
-1.618650415,1.624013354,0.861161338,1.055456603,-0.474455213,-0.713638456,-3.487511505,-1.031464501,0
0.156846322,-3.524470208,1.218344483,-5.09949812,-3.007932182,0.235681147,-0.546931729,-2.216340448,0
-1.521421704,1.668951425,3.240143909,-3.019710979,1.318810432,-0.688980137,1.586019652,-1.034252286,0
-2.74521681,-2.164039064,-3.065698867,-3.476159121,-1.607965733,-0.84228774,-0.914612953,-1.751169964,0
-1.372741986,3.251674293,0.594879586,-3.317539286,0.208124363,-0.147741518,0.69268247,-3.183696511,1
-0.711583212,2.023025825,1.789730827,0.692769114,1.53173343,-0.299299788,-0.673431415,-0.976508896,0
-2.037844762,-2.216596487,3.559929858,-4.132594227,0.405394089,-0.820130458,3.806036639,3.612208945,1
-2.840891158,-0.999513307,0.223300288,1.795731368,3.269897323,-0.459038546,1.251511727,3.382696933,1
-0.812262269,1.607903163,0.155372215,3.7271259,2.247674349,0.27793037,-3.135475243,-1.631867741,0
-2.267480763,-0.100945846,-1.899954731,-0.006659634,0.471419574,0.671255451,-1.320270378,-0.872180333,0
0.08167076,0.801976144,0.065665245,1.812501477,1.783786439,-1.617085435,2.589036336,3.33660724,1
-2.503861102,1.42159287,2.189375837,0.081746239,2.729177901,0.777528663,-1.850329119,-2.637705538,0
0.654330349,1.195865117,-2.077910782,5.230595892,1.037756511,1.939085986,-2.993122013,-0.344087772,0
-1.261333723,1.019671082,2.330297228,-5.881641638,-2.089912857,-0.31208129,1.181378183,-1.58584463,1
-1.270929646,-0.723481037,2.371757985,0.285733824,0.721484293,0.20942466,-0.003474675,2.208930028,1
-1.722028098,-0.653836344,-2.474929853,-1.185109352,-0.429679146,0.111686208,-0.39209484,-0.745848364,0
-3.530745043,-3.862201377,1.227412975,-5.299120953,0.326229391,-1.781901881,4.48475554,4.034112276,1
0.490232597,0.999493092,-1.387881369,3.91739439,2.786757769,-0.551820291,-1.36730782,-1.631618908,0
-1.457729406,-1.299466475,2.038355935,-0.018105161,2.458562576,0.986908046,1.431135506,1.706739316,1
-0.902762217,-1.975792033,-1.025072932,-0.637472876,-2.259442235,0.198445411,-2.382043475,-0.04156803,0
-1.884757509,1.264856161,1.849336304,-0.59642649,0.809467979,-0.711330204,-1.431032552,-1.290694084,0
-0.921872435,-3.321372095,1.56229066,-0.962863711,0.880936529,0.583836586,0.76632271,1.424694778,1
-1.277130945,0.390029696,-0.784107083,1.420652067,-0.403296687,0.396448938,-3.065991225,-0.81842251,0
-2.972543234,-0.435914552,-0.962426093,-1.348575586,0.622805535,-0.143995926,-2.766687485,-3.52773596,0
-3.333541107,1.086231502,1.694626386,-0.738187432,0.940426878,0.592960522,-3.555444158,-2.985967389,0
-1.309848407,0.701718242,0.292122958,0.674083049,-0.683473651,-0.041264155,-2.566963861,-0.344538849,0
-3.116444077,-2.03847875,-2.854581788,-2.339902271,-1.148364,0.903404875,-1.698063303,-1.39166217,0
-1.562761693,0.199220832,-3.047613785,0.21423967,-0.351630832,-0.427275369,-0.961947162,-0.435979192,0
-2.873926355,-2.249323762,3.481766659,-2.959838609,0.582050611,-1.860361849,1.422200664,2.638076285,1
-1.244773705,0.2171281,-0.455604942,0.352577744,-0.642980506,-0.090760073,-1.720994958,0.0290901,0
-3.986155048,-0.650709043,-5.047421561,-1.199138733,0.335290294,-2.643881406,-0.627778826,-0.913045792,0
-0.763200185,1.250564345,1.655476814,1.68628163,2.187429093,0.583731471,-0.443280217,0.086888031,0
-0.405337479,0.720828507,1.387108576,-1.354324071,0.967484852,-0.333746982,2.386108066,0.98781443,1
-1.147830505,2.012070064,4.014973824,-4.021949116,-0.643930111,-0.397511643,-0.739018109,-3.130593127,1
-0.99470157,-2.874814674,0.341309523,-2.699582884,-2.427609639,1.276675369,-2.028860842,-1.100510817,0
-1.072241033,0.630162873,1.706366588,-5.883274576,-2.5468221,-2.115900231,-1.384726005,-4.833949275,1
-3.230373332,0.369983859,0.955059325,-2.122708717,0.772343192,-1.098032676,-2.078976038,-2.90457295,0
1.720107084,-0.839862087,2.075386882,-3.767707386,-3.080252091,-0.512418073,3.264477786,2.6950649,1
-0.122698008,2.475865571,2.114226505,1.84579882,0.098508825,1.629392752,-1.276740149,1.019499774,0
-1.756711401,3.740191991,0.422120216,-6.004770756,-2.153712779,0.193983882,3.786884654,0.537018254,1
-1.623296615,-0.498699726,-2.087704857,-1.16014411,-0.364792554,-0.16672541,-0.54669536,-0.971427549,0
-1.32085316,1.327526869,-0.316081528,2.697246192,0.953583675,-0.926561875,-3.111674265,-0.926454329,0
-0.762568723,1.460892256,-0.303055783,3.169929567,0.442574179,1.124007567,-3.530430827,-0.818217202,0
0.295493599,1.660435694,1.278285864,2.877692291,2.769656893,-0.001866146,-0.424658534,-0.465208618,0
-3.358706803,0.701163916,1.513406249,-0.63718011,0.916386456,1.0567146,-3.546914314,-2.739909164,0
-1.69754413,1.38009919,1.624774015,0.30552088,1.476919971,0.741713206,-1.886471258,-1.884304886,0
-1.026612929,2.344804494,2.428891209,2.149037322,4.073989577,-0.814991304,-0.81019996,-1.918682439,0
-2.420639691,1.344109076,2.453561706,-0.070083133,1.059284034,-0.267152135,-2.784711429,-1.877778412,0
1.328788352,-1.543228034,-0.738515607,-2.759441664,-0.221983913,0.601984854,2.313351582,-1.634139462,1
-0.515634641,-0.574465234,-0.841599203,-1.198578508,-0.676615083,0.380053209,-0.857314473,-1.587858391,0
-1.263130209,1.951211145,2.434007286,-2.154178378,0.818962908,-0.401092201,2.070411628,0.683929419,1
1.041625392,2.453102138,0.779191758,5.217718377,2.117599585,-1.858218467,-1.763385395,0.466770867,0
-0.982362735,0.414760084,-1.766475678,0.627399201,0.111173375,-2.409633103,-0.860736868,-0.39877681,1
4.494584124,-0.029647056,-0.575127918,-3.822889523,-3.797744462,-0.042223769,1.842795482,-2.896252905,1
-0.41948517,-1.552693204,0.995334176,-3.770263284,-0.081775352,0.267951548,4.17649767,2.033998909,1
-1.776026507,1.902855392,2.516384792,0.496561916,1.072806713,2.505848053,-2.291390405,-1.299071497,0
-0.581319956,3.114879353,1.578624561,-5.109094085,-2.115281318,0.450135634,1.606095328,-1.71208704,1
-1.712139051,2.286858614,3.300676103,-0.038804308,2.413329085,0.889940857,-0.801226154,-1.567853126,0
-1.36697646,0.187477015,-1.20761674,-0.539024619,0.476936702,-0.315364052,-0.50411468,-1.225035461,0
-0.880058953,1.075482921,0.606489606,2.947931818,2.061916911,-0.586624002,-1.796046978,-0.181321083,0
-1.599719888,1.358240994,1.869595579,-1.668467345,2.675906546,-1.616509786,0.374582591,-3.061665445,0
-2.108883189,2.666513596,-0.027508201,-5.632677516,-1.253646713,0.821094563,3.608022029,0.150637413,1
-0.357675662,-1.660435461,1.837128443,-1.517915515,-1.705200414,-0.681180309,-2.730933572,-1.717936397,0
-0.904368554,1.043357518,-0.935434693,1.419987121,0.063504039,1.447532782,-2.571643754,-1.445214201,0
-2.959117575,2.921800943,-1.771515861,-6.364130528,-1.539238595,0.105319202,3.376836072,-0.819492005,1
0.419574319,1.861921287,1.521088615,1.633504447,1.397907729,0.922933772,0.174514983,0.33773073,0
-0.764880462,1.523972934,2.684843316,1.116743626,4.126198802,-1.992438655,0.588742688,-1.393671451,0
-0.82642741,1.778785969,1.885142702,0.519419594,1.404442107,-0.156270345,-0.82954025,-1.008876174,0
0.351349575,-2.08220385,1.171484222,-1.44103033,-0.119072917,0.985371207,-0.268344517,-1.289809343,1
-2.74915292,-3.7597417,3.179297915,-4.284988369,0.005026193,0.061926134,1.511023185,1.912599707,1
1.519020057,0.680463385,0.835718313,-1.479014087,-1.588455015,-1.209807834,1.777504603,0.992310803,1
-1.561223894,-0.125422042,-1.67025153,-0.921449746,0.651432885,-1.109611654,-1.343427096,-3.019701596,0
0.930393118,-1.514206951,1.208591786,-6.101559664,-1.148215705,-0.75123367,3.981277858,-1.383573175,1
-0.984141645,0.490066884,-0.377755652,1.67079544,-0.110198618,-1.919439428,-2.574899733,-0.341451417,0
-0.575555952,2.499496048,3.459066184,-1.915429647,1.104915738,1.257073218,1.412980503,-0.660457726,1
-0.50262129,0.546532653,-0.246750943,-2.677378266,-0.808123177,-0.054247034,0.612312422,-1.549959354,1
-0.242087524,2.035957903,0.156812903,-3.974165674,-1.816029101,-0.809418548,-0.258840508,-3.764167793,1
-1.458243385,-0.997359722,-1.747492866,-2.738554927,-0.880637626,1.342734626,-0.322525399,-2.002584451,0
-1.07430702,0.481711243,-0.251485294,3.063521542,1.638691937,2.329275286,-2.931868468,-1.022615151,0
-1.907981038,2.533510638,2.277784421,-5.895875873,-1.463503924,0.290794672,2.239859572,-0.824377418,1
-0.094665843,0.687461813,-1.291872251,0.986700694,-0.119983034,0.153865654,-1.332265464,-1.050812677,0
-1.278070314,1.37453891,-1.431167269,2.487071839,4.761628744,0.986513582,0.231095284,-2.242083096,1
